_CASE_KEY,SORTING,EVENTTIME,ACTIVITY_EN,Automation
492,3952,2/2/18 13:05,Pizza arrives at customer,A
492,3953,2/2/18 13:15,Payment customer,A
493,3954,2/6/18 1:18,Start order website,A
493,3955,2/6/18 1:31,Approve order website,A
493,3956,2/6/18 1:32,Receive order website,A
493,3957,2/6/18 1:36,Call Customer,A
493,3958,2/6/18 1:43,Start baking pizza,A
493,3959,2/6/18 1:43,Start preparing pizza,A
493,3960,2/6/18 1:51,Baking pizza ready,A
493,3961,2/6/18 1:51,Plan route,A
493,3962,2/6/18 1:54,Departure pizza,B
493,3963,2/6/18 2:02,Pizza arrives at customer,A
493,3964,2/6/18 2:08,Payment customer,A
495,3965,1/21/18 4:11,Order at the counter (shop),A
495,3966,1/21/18 4:12,Start preparing pizza,A
495,3967,1/21/18 4:18,Start baking pizza,A
495,3968,1/21/18 4:18,Baking pizza ready,B
495,3969,1/21/18 4:19,Payment customer,A
496,3970,6/10/18 21:09,Start preparing pizza,B
496,3971,6/10/18 21:09,Order by phone,A
496,3972,6/10/18 21:16,Start baking pizza,A
496,3973,6/10/18 21:39,Baking pizza ready,A
496,3974,6/10/18 21:48,Start preparing pizza,A
496,3975,6/10/18 21:53,Start baking pizza,A
496,3976,6/10/18 21:54,Baking pizza ready,A
496,3977,6/10/18 21:59,Plan route,A
496,3978,6/10/18 22:01,Departure pizza,B
496,3979,6/10/18 22:09,Pizza arrives at customer,A
496,3980,6/10/18 22:16,Payment customer,A
497,3981,7/25/18 0:15,Order by phone,A
497,3982,7/25/18 0:18,Start preparing pizza,A
497,3983,7/25/18 0:20,Start baking pizza,A
497,3984,7/25/18 0:23,Baking pizza ready,A
497,3985,7/25/18 0:24,Plan route,A
497,3986,7/25/18 0:27,Departure pizza,A
497,3987,7/25/18 0:31,Pizza arrives at customer,A
497,3988,7/25/18 1:08,Payment customer,A
498,3989,4/29/18 9:05,Order at the counter (shop),B
498,3990,4/29/18 9:07,Start preparing pizza,B
498,3991,4/29/18 9:14,Start baking pizza,A
498,3992,4/29/18 9:22,Payment customer,B
498,3993,4/29/18 9:22,Baking pizza ready,A
499,3994,2/20/18 0:42,Order at the counter (shop),A
499,3995,2/20/18 0:44,Start preparing pizza,A
499,3996,2/20/18 0:48,Baking pizza ready,A
499,3997,2/20/18 0:48,Start baking pizza,A
499,3998,2/20/18 0:49,Payment customer,A
500,3999,3/18/18 5:10,Order by phone,A
500,4000,3/18/18 5:10,Start preparing pizza,A
500,4001,3/18/18 5:11,Start baking pizza,A
500,4002,3/18/18 5:24,Baking pizza ready,A
500,4003,3/18/18 5:25,Plan route,B
500,4004,3/18/18 5:30,Departure pizza,A
500,4005,3/18/18 5:32,Pizza arrives at customer,B
500,4006,3/18/18 5:59,Payment customer,A
501,4007,4/23/18 15:03,Order by phone,A
501,4008,4/23/18 15:04,Start preparing pizza,A
501,4009,4/23/18 15:05,Start baking pizza,A
501,4010,4/23/18 15:13,Baking pizza ready,A
501,4011,4/23/18 15:18,Pizza arrives at customer,A
501,4012,4/23/18 15:18,Plan route,A
501,4013,4/23/18 15:18,Departure pizza,A
501,4014,4/23/18 15:31,Payment customer,A
502,4015,2/2/18 1:20,Start baking pizza,B
502,4016,2/2/18 1:20,Start preparing pizza,A
502,4017,2/2/18 1:20,Order by phone,A
502,4018,2/2/18 1:36,Baking pizza ready,A
502,4019,2/2/18 1:38,Start preparing pizza,B
502,4020,2/2/18 1:41,Start baking pizza,A
502,4021,2/2/18 1:48,Baking pizza ready,B
502,4022,2/2/18 1:55,Plan route,A
502,4023,2/2/18 1:56,Departure pizza,A
502,4024,2/2/18 1:59,Pizza arrives at customer,A
502,4025,2/2/18 2:03,Payment customer,A
503,4026,5/5/18 21:15,Order at the counter (shop),A
503,4027,5/5/18 21:18,Start preparing pizza,A
503,4028,5/5/18 21:25,Start baking pizza,A
503,4029,5/5/18 21:32,Baking pizza ready,A
503,4030,5/5/18 21:32,Payment customer,A
504,4031,5/29/18 9:11,Order by phone,A
504,4032,5/29/18 9:13,Start preparing pizza,A
504,4033,5/29/18 9:17,Start baking pizza,A
504,4034,5/29/18 9:18,Baking pizza ready,A
504,4035,5/29/18 9:20,Plan route,A
504,4036,5/29/18 9:22,Departure pizza,A
504,4037,5/29/18 9:30,Pizza arrives at customer,B
504,4038,5/29/18 9:58,Payment customer,A
505,4039,3/15/18 14:04,Start preparing pizza,A
505,4040,3/15/18 14:04,Order by phone,A
505,4041,3/15/18 14:06,Start baking pizza,B
505,4042,3/15/18 14:12,Baking pizza ready,A
505,4043,3/15/18 14:17,Plan route,A
505,4044,3/15/18 14:18,Departure pizza,B
505,4045,3/15/18 14:20,Pizza arrives at customer,A
505,4046,3/15/18 14:44,Payment customer,A
506,4047,3/27/18 19:47,Order at the counter (shop),A
506,4048,3/27/18 19:48,Start preparing pizza,A
506,4049,3/27/18 19:52,Baking pizza ready,B
506,4050,3/27/18 19:52,Start baking pizza,B
506,4051,3/27/18 19:53,Payment customer,B
507,4052,5/19/18 2:08,Start preparing pizza,A
507,4053,5/19/18 2:08,Order by phone,B
507,4054,5/19/18 2:17,Call Customer,A
507,4055,5/19/18 2:21,Start preparing pizza,A
507,4056,5/19/18 2:26,Start baking pizza,A
507,4057,5/19/18 2:38,Baking pizza ready,A
507,4058,5/19/18 2:42,Departure pizza,B
507,4059,5/19/18 2:42,Pizza arrives at customer,A
507,4060,5/19/18 2:42,Plan route,B
507,4061,5/19/18 3:21,Payment customer,A
508,4062,5/25/18 15:18,Order by phone,B
508,4063,5/25/18 15:19,Start preparing pizza,A
508,4064,5/25/18 15:23,Start baking pizza,B
508,4065,5/25/18 15:31,Baking pizza ready,A
508,4066,5/25/18 15:36,Departure pizza,A
508,4067,5/25/18 15:36,Plan route,B
508,4068,5/25/18 15:43,Pizza arrives at customer,A
508,4069,5/25/18 16:07,Payment customer,B
509,4070,6/15/18 8:35,Order by phone,A
509,4071,6/15/18 8:37,Start preparing pizza,A
509,4072,6/15/18 8:39,Call Customer,A
509,4073,6/15/18 8:46,Start baking pizza,A
509,4074,6/15/18 8:46,Start preparing pizza,A
509,4075,6/15/18 8:50,Baking pizza ready,B
509,4076,6/15/18 8:54,Departure pizza,A
509,4077,6/15/18 8:54,Plan route,B
509,4078,6/15/18 8:59,Pizza arrives at customer,A
509,4079,6/15/18 9:16,Payment customer,A
510,4080,2/19/18 2:36,Order by phone,A
510,4081,2/19/18 2:39,Start preparing pizza,A
510,4082,2/19/18 2:40,Start baking pizza,A
510,4083,2/19/18 3:03,Baking pizza ready,B
510,4084,2/19/18 3:04,Start baking pizza,A
510,4085,2/19/18 3:04,Start preparing pizza,A
510,4086,2/19/18 3:15,Baking pizza ready,B
510,4087,2/19/18 3:19,Plan route,A
510,4088,2/19/18 3:20,Departure pizza,A
510,4089,2/19/18 3:26,Pizza arrives at customer,A
510,4090,2/19/18 3:27,Payment customer,A
511,4091,3/20/18 6:23,Order by phone,A
511,4092,3/20/18 6:26,Start preparing pizza,A
511,4093,3/20/18 6:26,Start baking pizza,A
511,4094,3/20/18 6:33,Baking pizza ready,B
511,4095,3/20/18 6:35,Plan route,A
511,4096,3/20/18 6:38,Departure pizza,A
511,4097,3/20/18 6:43,Pizza arrives at customer,A
511,4098,3/20/18 6:57,Payment customer,B
512,4099,5/15/18 20:55,Order by phone,A
512,4100,5/15/18 20:58,Start preparing pizza,A
512,4101,5/15/18 21:05,Start baking pizza,B
512,4102,5/15/18 21:09,Baking pizza ready,A
512,4103,5/15/18 21:10,Plan route,A
512,4104,5/15/18 21:13,Departure pizza,A
512,4105,5/15/18 21:20,Pizza arrives at customer,A
512,4106,5/15/18 21:32,Payment customer,A
513,4107,6/6/18 14:57,Order by phone,B
513,4108,6/6/18 14:59,Start preparing pizza,A
513,4109,6/6/18 15:04,Start baking pizza,B
513,4110,6/6/18 15:07,Baking pizza ready,A
513,4111,6/6/18 15:08,Plan route,A
513,4112,6/6/18 15:12,Departure pizza,A
513,4113,6/6/18 15:19,Pizza arrives at customer,A
513,4114,6/6/18 15:55,Payment customer,B
514,4115,7/22/18 21:43,Order by phone,A
514,4116,7/22/18 21:46,Start preparing pizza,A
514,4117,7/22/18 21:49,Start baking pizza,A
514,4118,7/22/18 22:08,Baking pizza ready,A
514,4119,7/22/18 22:11,Start preparing pizza,A
514,4120,7/22/18 22:17,Start baking pizza,A
514,4121,7/22/18 22:22,Baking pizza ready,A
514,4122,7/22/18 22:23,Plan route,B
514,4123,7/22/18 22:28,Departure pizza,B
514,4124,7/22/18 22:29,Pizza arrives at customer,A
514,4125,7/22/18 23:05,Payment customer,B
515,4126,4/14/18 7:09,Start order website,A
515,4127,4/14/18 7:13,Receive order website,A
515,4128,4/14/18 7:13,Approve order website,A
515,4129,4/14/18 7:14,Payment via credit card,A
515,4130,4/14/18 7:15,Call Customer,A
515,4131,4/14/18 7:18,Start preparing pizza,A
515,4132,4/14/18 7:20,Start baking pizza,A
516,4133,5/18/18 8:45,Order at the counter (shop),A
516,4134,5/18/18 8:46,Start preparing pizza,B
516,4135,5/18/18 8:51,Start baking pizza,A
516,4136,5/18/18 9:01,Payment customer,A
516,4137,5/18/18 9:01,Baking pizza ready,A
517,4138,2/12/18 1:07,Order by phone,A
517,4139,2/12/18 1:08,Start preparing pizza,A
517,4140,2/12/18 1:09,Start baking pizza,A
517,4141,2/12/18 1:11,Baking pizza ready,A
517,4142,2/12/18 1:13,Departure pizza,A
517,4143,2/12/18 1:13,Plan route,B
517,4144,2/12/18 1:22,Pizza arrives at customer,B
517,4145,2/12/18 1:36,Payment customer,A
518,4146,6/5/18 7:38,Order at the counter (shop),A
518,4147,6/5/18 7:39,Start preparing pizza,A
518,4148,6/5/18 7:40,Start baking pizza,B
518,4149,6/5/18 7:53,Baking pizza ready,A
518,4150,6/5/18 7:53,Payment customer,A
519,4151,2/5/18 0:22,Order by phone,A
519,4152,2/5/18 0:23,Start preparing pizza,A
519,4153,2/5/18 0:27,Start baking pizza,A
519,4154,2/5/18 0:28,Baking pizza ready,A
519,4155,2/5/18 0:36,Start preparing pizza,B
519,4156,2/5/18 0:38,Start baking pizza,A
519,4157,2/5/18 0:48,Baking pizza ready,A
519,4158,2/5/18 0:55,Plan route,A
519,4159,2/5/18 0:58,Departure pizza,B
519,4160,2/5/18 1:01,Pizza arrives at customer,B
519,4161,2/5/18 1:03,Payment customer,A
520,4162,1/29/18 2:57,Approve order website,A
520,4163,1/29/18 2:57,Start order website,A
520,4164,1/29/18 2:58,Receive order website,A
520,4165,1/29/18 3:01,Payment via credit card,A
520,4166,1/29/18 3:03,Start preparing pizza,B
520,4167,1/29/18 3:10,Baking pizza ready,A
520,4168,1/29/18 3:10,Start baking pizza,B
520,4169,1/29/18 3:11,Plan route,A
520,4170,1/29/18 3:13,Departure pizza,A
520,4171,1/29/18 3:19,Pizza arrives at customer,B
520,4172,1/29/18 3:28,Pizza received,B
521,4173,3/11/18 19:23,Order by phone,A
521,4174,3/11/18 19:24,Start preparing pizza,A
521,4175,3/11/18 19:28,Start baking pizza,A
521,4176,3/11/18 19:38,Baking pizza ready,A
521,4177,3/11/18 19:39,Plan route,A
521,4178,3/11/18 19:40,Departure pizza,A
521,4179,3/11/18 19:40,Pizza arrives at customer,A
521,4180,3/11/18 20:04,Payment customer,A
522,4181,3/30/18 16:31,Start order website,A
522,4182,3/30/18 16:37,Approve order website,A
522,4183,3/30/18 16:38,Receive order website,A
522,4184,3/30/18 16:41,Call Customer,A
522,4185,3/30/18 16:48,Start preparing pizza,A
522,4186,3/30/18 16:51,Start baking pizza,A
522,4187,3/30/18 17:03,Baking pizza ready,A
522,4188,3/30/18 17:04,Plan route,B
522,4189,3/30/18 17:07,Departure pizza,A
522,4190,3/30/18 17:13,Pizza arrives at customer,A
522,4191,3/30/18 17:33,Payment customer,A
523,4192,4/14/18 22:03,Order by phone,A
523,4193,4/14/18 22:04,Start baking pizza,B
523,4194,4/14/18 22:04,Start preparing pizza,B
523,4195,4/14/18 22:14,Baking pizza ready,A
523,4196,4/14/18 22:20,Start preparing pizza,A
523,4197,4/14/18 22:22,Start baking pizza,A
523,4198,4/14/18 22:33,Baking pizza ready,B
523,4199,4/14/18 22:33,Plan route,A
523,4200,4/14/18 22:37,Departure pizza,A
523,4201,4/14/18 22:42,Pizza arrives at customer,A
523,4202,4/14/18 22:56,Payment customer,A
524,4203,3/14/18 5:59,Start preparing pizza,A
524,4204,3/14/18 5:59,Order by phone,B
524,4205,3/14/18 6:05,Start baking pizza,B
524,4206,3/14/18 6:06,Baking pizza ready,B
524,4207,3/14/18 6:11,Plan route,A
524,4208,3/14/18 6:14,Departure pizza,A
524,4209,3/14/18 6:17,Pizza arrives at customer,A
524,4210,3/14/18 6:21,Payment customer,A
526,4211,6/4/18 18:57,Order by phone,A
526,4212,6/4/18 18:57,Start preparing pizza,A
526,4213,6/4/18 19:01,Start baking pizza,B
526,4214,6/4/18 19:11,Baking pizza ready,B
526,4215,6/4/18 19:13,Plan route,B
526,4216,6/4/18 19:18,Departure pizza,A
526,4217,6/4/18 19:25,Pizza arrives at customer,A
526,4218,6/4/18 20:02,Payment customer,A
527,4219,2/18/18 12:49,Order by phone,B
527,4220,2/18/18 12:50,Start preparing pizza,A
527,4221,2/18/18 12:57,Start baking pizza,A
527,4222,2/18/18 13:02,Baking pizza ready,B
527,4223,2/18/18 13:06,Plan route,B
527,4224,2/18/18 13:07,Departure pizza,A
527,4225,2/18/18 13:07,Pizza arrives at customer,A
527,4226,2/18/18 13:33,Payment customer,B
528,4227,3/24/18 16:56,Order at the counter (shop),A
528,4228,3/24/18 16:58,Start baking pizza,A
528,4229,3/24/18 16:58,Start preparing pizza,B
528,4230,3/24/18 17:00,Baking pizza ready,B
528,4231,3/24/18 17:00,Payment customer,A
529,4232,5/10/18 2:34,Start order website,A
529,4233,5/10/18 2:44,Approve order website,A
529,4234,5/10/18 2:45,Payment via credit card,A
529,4235,5/10/18 2:45,Receive order website,A
529,4236,5/10/18 2:49,Start preparing pizza,B
529,4237,5/10/18 2:50,Start baking pizza,B
529,4238,5/10/18 2:57,Baking pizza ready,A
529,4239,5/10/18 3:02,Plan route,A
529,4240,5/10/18 3:07,Departure pizza,A
529,4241,5/10/18 3:14,Pizza arrives at customer,A
529,4242,5/10/18 3:50,Pizza received,B
530,4243,5/2/18 12:00,Start order website,A
530,4244,5/2/18 12:12,Receive order website,A
530,4245,5/2/18 12:12,Approve order website,A
530,4246,5/2/18 12:20,Call Customer,B
530,4247,5/2/18 12:25,Start preparing pizza,A
530,4248,5/2/18 12:30,Start baking pizza,A
530,4249,5/2/18 12:32,Baking pizza ready,B
530,4250,5/2/18 12:35,Plan route,B
530,4251,5/2/18 12:36,Departure pizza,A
530,4252,5/2/18 12:44,Pizza arrives at customer,A
530,4253,5/2/18 13:01,Payment customer,A
531,4254,4/7/18 2:19,Start order website,A
531,4255,4/7/18 2:23,Approve order website,A
531,4256,4/7/18 2:23,Receive order website,B
531,4257,4/7/18 2:28,Call Customer,A
531,4258,4/7/18 2:32,Start preparing pizza,A
531,4259,4/7/18 2:33,Start baking pizza,A
531,4260,4/7/18 2:33,Baking pizza ready,A
531,4261,4/7/18 2:36,Pizza arrives at customer,A
531,4262,4/7/18 2:36,Plan route,A
531,4263,4/7/18 2:36,Departure pizza,B
531,4264,4/7/18 2:59,Payment customer,A
533,4265,5/13/18 17:13,Order by phone,A
533,4266,5/13/18 17:16,Start preparing pizza,B
533,4267,5/13/18 17:22,Start baking pizza,B
533,4268,5/13/18 17:27,Baking pizza ready,B
533,4269,5/13/18 17:27,Start preparing pizza,A
533,4270,5/13/18 17:30,Baking pizza ready,A
533,4271,5/13/18 17:30,Start baking pizza,A
533,4272,5/13/18 17:32,Plan route,A
533,4273,5/13/18 17:35,Departure pizza,A
533,4274,5/13/18 17:38,Pizza arrives at customer,B
533,4275,5/13/18 18:10,Payment customer,A
534,4276,3/15/18 4:09,Order by phone,B
534,4277,3/15/18 4:10,Start preparing pizza,A
534,4278,3/15/18 4:19,Call Customer,A
534,4279,3/15/18 4:22,Start preparing pizza,A
534,4280,3/15/18 4:25,Start baking pizza,A
534,4281,3/15/18 4:34,Baking pizza ready,B
534,4282,3/15/18 4:35,Plan route,A
534,4283,3/15/18 4:36,Pizza arrives at customer,B
534,4284,3/15/18 4:36,Departure pizza,A
534,4285,3/15/18 4:36,Payment customer,A
535,4286,8/17/18 4:02,Order at the counter (shop),A
535,4287,8/17/18 4:05,Start preparing pizza,A
535,4288,8/17/18 4:11,Start baking pizza,B
535,4289,8/17/18 4:14,Baking pizza ready,A
535,4290,8/17/18 4:15,Payment customer,B
536,4291,5/12/18 16:53,Start order website,B
536,4292,5/12/18 17:01,Approve order website,A
536,4293,5/12/18 17:02,Receive order website,A
536,4294,5/12/18 17:03,Call Customer,A
536,4295,5/12/18 17:09,Start preparing pizza,A
536,4296,5/12/18 17:14,Start baking pizza,A
536,4297,5/12/18 17:27,Baking pizza ready,A
536,4298,5/12/18 17:32,Plan route,A
536,4299,5/12/18 17:37,Departure pizza,B
536,4300,5/12/18 17:41,Pizza arrives at customer,A
536,4301,5/12/18 18:07,Payment customer,B
537,4302,6/7/18 17:36,Order by phone,A
537,4303,6/7/18 17:39,Start preparing pizza,A
537,4304,6/7/18 17:48,Call Customer,A
537,4305,6/7/18 17:48,Start preparing pizza,A
537,4306,6/7/18 17:54,Start baking pizza,A
537,4307,6/7/18 17:57,Baking pizza ready,A
537,4308,6/7/18 18:01,Plan route,B
537,4309,6/7/18 18:06,Departure pizza,A
537,4310,6/7/18 18:13,Pizza arrives at customer,A
537,4311,6/7/18 18:18,Payment customer,A
538,4312,3/2/18 13:51,Order by phone,A
538,4313,3/2/18 13:52,Start preparing pizza,A
538,4314,3/2/18 13:56,Start baking pizza,A
538,4315,3/2/18 14:02,Baking pizza ready,B
538,4316,3/2/18 14:11,Start baking pizza,A
538,4317,3/2/18 14:11,Start preparing pizza,A
538,4318,3/2/18 14:12,Baking pizza ready,B
538,4319,3/2/18 14:19,Plan route,A
538,4320,3/2/18 14:20,Departure pizza,A
538,4321,3/2/18 14:24,Pizza arrives at customer,B
538,4322,3/2/18 14:48,Payment customer,A
539,4323,3/7/18 21:59,Start order website,A
539,4324,3/7/18 22:12,Approve order website,A
539,4325,3/7/18 22:13,Start preparing pizza,A
539,4326,3/7/18 22:13,Receive order website,A
539,4327,3/7/18 22:15,Start baking pizza,A
539,4328,3/7/18 22:26,Start preparing pizza,A
539,4329,3/7/18 22:30,Start baking pizza,A
539,4330,3/7/18 22:40,Baking pizza ready,A
539,4331,3/7/18 22:42,Plan route,A
539,4332,3/7/18 22:47,Departure pizza,A
539,4333,3/7/18 22:54,Pizza arrives at customer,A
539,4334,3/7/18 23:29,Payment customer,A
540,4335,5/21/18 15:17,Order by phone,A
540,4336,5/21/18 15:20,Start preparing pizza,A
540,4337,5/21/18 15:24,Start baking pizza,A
540,4338,5/21/18 15:29,Baking pizza ready,A
540,4339,5/21/18 15:32,Plan route,A
540,4340,5/21/18 15:33,Departure pizza,A
540,4341,5/21/18 15:41,Pizza arrives at customer,B
540,4342,5/21/18 16:09,Payment customer,A
541,4343,2/28/18 6:27,Order by phone,A
541,4344,2/28/18 6:29,Start preparing pizza,A
541,4345,2/28/18 6:36,Start baking pizza,B
541,4346,2/28/18 6:43,Baking pizza ready,B
541,4347,2/28/18 6:43,Plan route,A
541,4348,2/28/18 6:46,Departure pizza,B
541,4349,2/28/18 6:53,Pizza arrives at customer,A
541,4350,2/28/18 7:21,Payment customer,B
542,4351,5/17/18 15:07,Order by phone,A
542,4352,5/17/18 15:09,Start preparing pizza,A
542,4353,5/17/18 15:09,Call Customer,A
542,4354,5/17/18 15:15,Start preparing pizza,A
542,4355,5/17/18 15:19,Start baking pizza,A
542,4356,5/17/18 15:22,Baking pizza ready,A
542,4357,5/17/18 15:26,Plan route,B
542,4358,5/17/18 15:29,Departure pizza,A
542,4359,5/17/18 15:31,Pizza arrives at customer,A
542,4360,5/17/18 15:34,Payment customer,A
543,4361,6/4/18 15:57,Order at the counter (shop),A
543,4362,6/4/18 16:00,Start preparing pizza,A
543,4363,6/4/18 16:00,Start baking pizza,A
543,4364,6/4/18 16:09,Baking pizza ready,A
543,4365,6/4/18 16:10,Payment customer,A
544,4366,5/14/18 21:50,Start order website,A
544,4367,5/14/18 22:02,Approve order website,A
544,4368,5/14/18 22:02,Receive order website,A
544,4369,5/14/18 22:06,Start preparing pizza,B
544,4370,5/14/18 22:06,Payment via credit card,A
544,4371,5/14/18 22:11,Start baking pizza,A
544,4372,5/14/18 22:21,Baking pizza ready,A
544,4373,5/14/18 22:25,Plan route,A
544,4374,5/14/18 22:28,Departure pizza,A
544,4375,5/14/18 22:29,Pizza arrives at customer,B
544,4376,5/14/18 22:52,Pizza received,B
545,4377,5/17/18 3:50,Order by phone,A
545,4378,5/17/18 3:51,Start preparing pizza,A
545,4379,5/17/18 3:52,Start baking pizza,A
545,4380,5/17/18 4:09,Baking pizza ready,A
545,4381,5/17/18 4:14,Start preparing pizza,A
545,4382,5/17/18 4:18,Start baking pizza,A
545,4383,5/17/18 4:30,Baking pizza ready,B
545,4384,5/17/18 4:33,Plan route,A
545,4385,5/17/18 4:35,Departure pizza,B
545,4386,5/17/18 4:44,Pizza arrives at customer,A
545,4387,5/17/18 4:52,Payment customer,B
546,4388,2/13/18 10:13,Order at the counter (shop),A
546,4389,2/13/18 10:13,Start preparing pizza,B
546,4390,2/13/18 10:17,Start baking pizza,B
546,4391,2/13/18 10:19,Baking pizza ready,A
546,4392,2/13/18 10:20,Payment customer,A
547,4393,5/18/18 7:19,Order at the counter (shop),A
547,4394,5/18/18 7:22,Start preparing pizza,A
547,4395,5/18/18 7:29,Start baking pizza,B
547,4396,5/18/18 7:40,Baking pizza ready,A
547,4397,5/18/18 7:41,Payment customer,A
548,4398,6/14/18 15:24,Order by phone,A
548,4399,6/14/18 15:26,Start preparing pizza,A
548,4400,6/14/18 15:32,Start baking pizza,B
548,4401,6/14/18 15:43,Baking pizza ready,A
548,4402,6/14/18 15:45,Plan route,A
548,4403,6/14/18 15:47,Departure pizza,A
548,4404,6/14/18 15:55,Pizza arrives at customer,A
548,4405,6/14/18 16:19,Payment customer,A
549,4406,6/28/18 12:10,Order by phone,A
